id,parent_id,is_periodic_copy,shift_x_um,shift_y_um,x_um,y_um,r_um,diameter_um,x_mm,y_mm,r_mm,diameter_mm
19,16,False,0.0,0.0,159.1939173659593,93.01543183817185,3.5,7.0,0.15919391736595928,0.09301543183817185,0.0035,0.007
20,17,False,0.0,0.0,100.25010495372956,139.34385832195417,3.5,7.0,0.10025010495372956,0.13934385832195417,0.0035,0.007
21,18,False,0.0,0.0,145.43479381910453,27.707851170733367,3.5,7.0,0.14543479381910454,0.027707851170733367,0.0035,0.007
22,19,False,0.0,0.0,86.40694079950522,145.49832922722183,3.5,7.0,0.08640694079950523,0.14549832922722183,0.0035,0.007
23,20,False,0.0,0.0,108.17279722239068,75.44831463627546,3.5,7.0,0.10817279722239069,0.07544831463627545,0.0035,0.007
24,21,False,0.0,0.0,136.2511048471736,139.4076792989169,3.5,7.0,0.1362511048471736,0.1394076792989169,0.0035,0.007
25,22,False,0.0,0.0,34.26471728370671,174.81152824206214,3.5,7.0,0.03426471728370671,0.17481152824206214,0.0035,0.007
26,22,True,0.0,-175.0,34.26471728370671,-0.18847175793786164,3.5,7.0,0.03426471728370671,-0.00018847175793786165,0.0035,0.007
27,23,False,0.0,0.0,140.45475588742931,81.54734324139139,3.5,7.0,0.1404547558874293,0.08154734324139139,0.0035,0.007
28,24,False,0.0,0.0,166.73998301918755,44.05473480306434,3.5,7.0,0.16673998301918755,0.04405473480306434,0.0035,0.007
29,25,False,0.0,0.0,107.87356789693987,99.48017363648312,3.5,7.0,0.10787356789693987,0.09948017363648312,0.0035,0.007
30,26,False,0.0,0.0,10.301686158256919,157.53882083848356,3.5,7.0,0.010301686158256919,0.15753882083848356,0.0035,0.007
31,27,False,0.0,0.0,9.912795989907679,46.32373675744426,3.5,7.0,0.009912795989907679,0.04632373675744426,0.0035,0.007
32,28,False,0.0,0.0,92.632548676136,47.00323943849314,3.5,7.0,0.092632548676136,0.04700323943849314,0.0035,0.007
33,29,False,0.0,0.0,24.203764333316798,8.71551686758012,3.5,7.0,0.024203764333316797,0.00871551686758012,0.0035,0.007
34,30,False,0.0,0.0,87.38364788201667,40.50882851096913,3.5,7.0,0.08738364788201668,0.04050882851096913,0.0035,0.007
35,31,False,0.0,0.0,106.64394534276487,4.739526410500708,3.5,7.0,0.10664394534276486,0.004739526410500708,0.0035,0.007
36,32,False,0.0,0.0,114.00147128706128,95.58949001446615,3.5,7.0,0.11400147128706128,0.09558949001446615,0.0035,0.007
37,33,False,0.0,0.0,10.850772797877154,53.49973181172289,3.5,7.0,0.010850772797877153,0.05349973181172289,0.0035,0.007
38,34,False,0.0,0.0,15.985729296934158,114.67989853180306,3.5,7.0,0.01598572929693416,0.11467989853180306,0.0035,0.007
39,35,False,0.0,0.0,96.12543095330548,66.32908873530464,3.5,7.0,0.09612543095330549,0.06632908873530463,0.0035,0.007
40,36,False,0.0,0.0,79.49648966351627,97.0320384267792,3.5,7.0,0.07949648966351627,0.0970320384267792,0.0035,0.007
41,37,False,0.0,0.0,55.18474745352843,95.32884669449567,3.5,7.0,0.05518474745352843,0.09532884669449566,0.0035,0.007
42,38,False,0.0,0.0,139.60722665049911,174.46493143337136,3.5,7.0,0.13960722665049913,0.17446493143337136,0.0035,0.007
43,38,True,0.0,-175.0,139.60722665049911,-0.5350685666286381,3.5,7.0,0.13960722665049913,-0.0005350685666286381,0.0035,0.007
44,39,False,0.0,0.0,20.537654190590345,141.16567155334525,3.5,7.0,0.020537654190590345,0.14116567155334525,0.0035,0.007
45,40,False,0.0,0.0,94.52256602819033,10.522852260599219,3.5,7.0,0.09452256602819033,0.010522852260599218,0.0035,0.007
46,41,False,0.0,0.0,17.34078213420631,49.3398916219856,3.5,7.0,0.017340782134206312,0.0493398916219856,0.0035,0.007
47,42,False,0.0,0.0,94.46117864875622,97.51435351910978,3.5,7.0,0.09446117864875622,0.09751435351910978,0.0035,0.007
48,43,False,0.0,0.0,85.83832269659851,23.886621438038688,3.5,7.0,0.08583832269659851,0.02388662143803869,0.0035,0.007
49,44,False,0.0,0.0,38.41603779416335,115.63908247460196,3.5,7.0,0.03841603779416335,0.11563908247460196,0.0035,0.007
50,45,False,0.0,0.0,164.53155070643567,37.00717620647829,3.5,7.0,0.16453155070643566,0.03700717620647829,0.0035,0.007
51,46,False,0.0,0.0,129.4585636067385,40.23060768571115,3.5,7.0,0.1294585636067385,0.04023060768571115,0.0035,0.007
52,47,False,0.0,0.0,102.97052794368761,145.9904413149834,3.5,7.0,0.10297052794368762,0.1459904413149834,0.0035,0.007
53,48,False,0.0,0.0,21.34071535603104,71.73150392380755,3.5,7.0,0.02134071535603104,0.07173150392380755,0.0035,0.007
54,49,False,0.0,0.0,142.24993954808693,52.69201542993105,3.5,7.0,0.14224993954808693,0.052692015429931044,0.0035,0.007
55,50,False,0.0,0.0,138.66776644921896,132.58361801955093,3.5,7.0,0.13866776644921897,0.13258361801955093,0.0035,0.007
56,51,False,0.0,0.0,25.21452597654126,36.56697394693529,3.5,7.0,0.02521452597654126,0.03656697394693529,0.0035,0.007
57,52,False,0.0,0.0,10.36678544955367,2.1751603221584457,3.5,7.0,0.01036678544955367,0.0021751603221584455,0.0035,0.007
58,52,True,0.0,175.0,10.36678544955367,177.17516032215843,3.5,7.0,0.01036678544955367,0.17717516032215844,0.0035,0.007
59,53,False,0.0,0.0,145.79073022044136,93.16844878201076,3.5,7.0,0.14579073022044137,0.09316844878201076,0.0035,0.007
60,54,False,0.0,0.0,64.22616572976958,143.3756219395453,3.5,7.0,0.06422616572976958,0.1433756219395453,0.0035,0.007
61,55,False,0.0,0.0,4.37970709731609,162.03504573926114,3.5,7.0,0.00437970709731609,0.16203504573926114,0.0035,0.007
62,56,False,0.0,0.0,23.672427661805735,125.5708719947066,3.5,7.0,0.023672427661805735,0.1255708719947066,0.0035,0.007
63,57,False,0.0,0.0,94.04964418830447,165.28247852855748,3.5,7.0,0.09404964418830447,0.16528247852855749,0.0035,0.007
64,58,False,0.0,0.0,33.26352768170651,137.77961097847484,3.5,7.0,0.03326352768170651,0.13777961097847483,0.0035,0.007
65,59,False,0.0,0.0,121.75133414570847,159.98869371786054,3.5,7.0,0.12175133414570848,0.15998869371786054,0.0035,0.007
66,60,False,0.0,0.0,80.90578491782556,131.02313945686254,3.5,7.0,0.08090578491782556,0.13102313945686253,0.0035,0.007
67,61,False,0.0,0.0,21.344113699340255,64.31983532124059,3.5,7.0,0.021344113699340254,0.0643198353212406,0.0035,0.007
68,62,False,0.0,0.0,156.615768469818,23.382449539220197,3.5,7.0,0.156615768469818,0.023382449539220196,0.0035,0.007
69,63,False,0.0,0.0,50.623099766406014,160.87891403444854,3.5,7.0,0.05062309976640601,0.16087891403444854,0.0035,0.007
70,64,False,0.0,0.0,67.26063234952497,121.89631774787414,3.5,7.0,0.06726063234952497,0.12189631774787414,0.0035,0.007
71,65,False,0.0,0.0,115.52325004060353,147.21073536520086,3.5,7.0,0.11552325004060353,0.14721073536520085,0.0035,0.007
72,66,False,0.0,0.0,151.26806015208203,72.21443030505857,3.5,7.0,0.15126806015208202,0.07221443030505857,0.0035,0.007
73,67,False,0.0,0.0,70.01839129247055,109.28514440537005,3.5,7.0,0.07001839129247055,0.10928514440537004,0.0035,0.007
74,68,False,0.0,0.0,36.912964844436836,26.85442914061949,3.5,7.0,0.03691296484443683,0.02685442914061949,0.0035,0.007
75,69,False,0.0,0.0,124.20529826126081,13.175465798624561,3.5,7.0,0.12420529826126081,0.013175465798624561,0.0035,0.007
76,70,False,0.0,0.0,131.5255727845516,13.166353957914932,3.5,7.0,0.1315255727845516,0.013166353957914932,0.0035,0.007
77,71,False,0.0,0.0,74.7699606954903,102.81309494235113,3.5,7.0,0.0747699606954903,0.10281309494235112,0.0035,0.007
78,72,False,0.0,0.0,62.511949855604016,169.19041642246506,3.5,7.0,0.06251194985560402,0.16919041642246507,0.0035,0.007
79,73,False,0.0,0.0,73.87110613092374,41.40930134276084,3.5,7.0,0.07387110613092374,0.04140930134276084,0.0035,0.007
80,74,False,0.0,0.0,99.73907224076461,33.07667280014771,3.5,7.0,0.09973907224076461,0.03307667280014771,0.0035,0.007
81,75,False,0.0,0.0,4.329263723640979,57.71671962104422,3.5,7.0,0.0043292637236409795,0.05771671962104422,0.0035,0.007
82,76,False,0.0,0.0,44.62085558809904,70.60160173842918,3.5,7.0,0.04462085558809904,0.07060160173842918,0.0035,0.007
83,77,False,0.0,0.0,59.42409157884669,33.77839630762632,3.5,7.0,0.05942409157884669,0.03377839630762632,0.0035,0.007
84,78,False,0.0,0.0,63.00979936464146,156.1320009791977,3.5,7.0,0.06300979936464146,0.1561320009791977,0.0035,0.007
85,79,False,0.0,0.0,115.63701745090182,164.10448309463945,3.5,7.0,0.11563701745090182,0.16410448309463946,0.0035,0.007
86,80,False,0.0,0.0,94.44439404106511,73.66529902333043,3.5,7.0,0.09444439404106511,0.07366529902333044,0.0035,0.007
87,81,False,0.0,0.0,93.43949049414319,28.991081030148024,3.5,7.0,0.09343949049414318,0.028991081030148025,0.0035,0.007
88,82,False,0.0,0.0,23.110385248785175,147.95962627854178,3.5,7.0,0.023110385248785174,0.14795962627854178,0.0035,0.007
89,83,False,0.0,0.0,146.85396415018207,174.884152465762,3.5,7.0,0.14685396415018206,0.17488415246576203,0.0035,0.007
90,83,True,0.0,-175.0,146.85396415018207,-0.11584753423798588,3.5,7.0,0.14685396415018206,-0.00011584753423798588,0.0035,0.007
91,84,False,0.0,0.0,36.96821844340899,106.01291659559108,3.5,7.0,0.036968218443408994,0.10601291659559108,0.0035,0.007
92,85,False,0.0,0.0,135.84351153055695,6.547042358705101,3.5,7.0,0.13584351153055696,0.0065470423587051015,0.0035,0.007
93,86,False,0.0,0.0,62.85295053299185,107.64527067360258,3.5,7.0,0.06285295053299185,0.10764527067360258,0.0035,0.007
94,87,False,0.0,0.0,38.170062616328835,76.9896708757216,3.5,7.0,0.03817006261632883,0.0769896708757216,0.0035,0.007
95,88,False,0.0,0.0,87.21030756432985,16.515463565485703,3.5,7.0,0.08721030756432985,0.016515463565485704,0.0035,0.007
96,89,False,0.0,0.0,38.05280039588828,34.11491362228655,3.5,7.0,0.038052800395888285,0.03411491362228655,0.0035,0.007
97,90,False,0.0,0.0,67.31749342205462,45.17615420135777,3.5,7.0,0.06731749342205462,0.04517615420135777,0.0035,0.007
98,91,False,0.0,0.0,81.75169914886153,64.79186828276367,3.5,7.0,0.08175169914886153,0.06479186828276368,0.0035,0.007
99,92,False,0.0,0.0,107.56463471044009,83.53560654639924,3.5,7.0,0.10756463471044009,0.08353560654639923,0.0035,0.007
100,93,False,0.0,0.0,151.9930021813174,96.9942063164318,3.5,7.0,0.1519930021813174,0.0969942063164318,0.0035,0.007
101,94,False,0.0,0.0,87.2938881091214,33.03930528071335,3.5,7.0,0.08729388810912139,0.03303930528071335,0.0035,0.007
102,95,False,0.0,0.0,95.26363230842829,133.92330247265227,3.5,7.0,0.09526363230842828,0.13392330247265227,0.0035,0.007
103,96,False,0.0,0.0,123.2482558672618,54.766740111077006,3.5,7.0,0.1232482558672618,0.054766740111077,0.0035,0.007
104,97,False,0.0,0.0,114.22942989872587,80.48336647510934,3.5,7.0,0.11422942989872586,0.08048336647510934,0.0035,0.007
105,98,False,0.0,0.0,135.3174979176805,63.661482328858376,3.5,7.0,0.1353174979176805,0.06366148232885838,0.0035,0.007
106,99,False,0.0,0.0,19.76417289031628,131.93829283795841,3.5,7.0,0.019764172890316282,0.1319382928379584,0.0035,0.007
107,100,False,0.0,0.0,141.19614651383506,118.23061898094569,3.5,7.0,0.14119614651383505,0.1182306189809457,0.0035,0.007
108,101,False,0.0,0.0,128.92204537048437,67.0536359503056,3.5,7.0,0.12892204537048438,0.0670536359503056,0.0035,0.007
109,102,False,0.0,0.0,120.3013475857302,99.61339266117575,3.5,7.0,0.1203013475857302,0.09961339266117575,0.0035,0.007
110,103,False,0.0,0.0,153.74358956958025,126.05534767503302,3.5,7.0,0.15374358956958026,0.126055347675033,0.0035,0.007
111,104,False,0.0,0.0,155.35346793723423,45.394035594145805,3.5,7.0,0.15535346793723423,0.04539403559414581,0.0035,0.007
112,105,False,0.0,0.0,12.908638694499887,107.91168465889407,3.5,7.0,0.012908638694499886,0.10791168465889407,0.0035,0.007
113,106,False,0.0,0.0,107.38061634790463,115.71606002231408,3.5,7.0,0.10738061634790463,0.11571606002231408,0.0035,0.007
114,107,False,0.0,0.0,36.14056957682202,125.17029890472293,3.5,7.0,0.03614056957682202,0.12517029890472292,0.0035,0.007
115,108,False,0.0,0.0,72.55657085490064,158.75118615712574,3.5,7.0,0.07255657085490064,0.15875118615712575,0.0035,0.007
116,109,False,0.0,0.0,98.43738085622127,159.40815550575707,3.5,7.0,0.09843738085622127,0.15940815550575707,0.0035,0.007
117,110,False,0.0,0.0,26.42382257090254,16.928566087964217,3.5,7.0,0.02642382257090254,0.01692856608796422,0.0035,0.007
118,111,False,0.0,0.0,116.7878822382425,12.190452932118289,3.5,7.0,0.1167878822382425,0.012190452932118288,0.0035,0.007
119,112,False,0.0,0.0,34.93028173394576,19.441076293632804,3.5,7.0,0.03493028173394576,0.019441076293632804,0.0035,0.007
120,113,False,0.0,0.0,134.8076610882394,155.61874195539534,3.5,7.0,0.1348076610882394,0.15561874195539532,0.0035,0.007
121,114,False,0.0,0.0,71.56698629710328,168.10372658543423,3.5,7.0,0.07156698629710329,0.16810372658543424,0.0035,0.007
122,115,False,0.0,0.0,119.0306381228787,39.36865372414687,3.5,7.0,0.1190306381228787,0.039368653724146864,0.0035,0.007
123,116,False,0.0,0.0,166.68842025770763,110.21436054097425,3.5,7.0,0.16668842025770764,0.11021436054097425,0.0035,0.007
124,117,False,0.0,0.0,86.99290827075563,9.201979299415504,3.5,7.0,0.08699290827075563,0.009201979299415504,0.0035,0.007
125,118,False,0.0,0.0,143.02752291855805,167.9582528958008,3.5,7.0,0.14302752291855805,0.1679582528958008,0.0035,0.007
126,119,False,0.0,0.0,170.48717015614125,143.13277041084564,3.5,7.0,0.17048717015614126,0.14313277041084563,0.0035,0.007
127,120,False,0.0,0.0,29.00595948907723,143.73290119359893,3.5,7.0,0.02900595948907723,0.14373290119359894,0.0035,0.007
128,121,False,0.0,0.0,170.52824671123935,83.25731225271274,3.5,7.0,0.17052824671123934,0.08325731225271274,0.0035,0.007
129,122,False,0.0,0.0,157.90276781052086,68.76021483047346,3.5,7.0,0.15790276781052084,0.06876021483047345,0.0035,0.007
130,123,False,0.0,0.0,40.75256438093392,13.93176236863457,3.5,7.0,0.04075256438093392,0.013931762368634571,0.0035,0.007
131,124,False,0.0,0.0,102.25706056633523,153.21555122943656,3.5,7.0,0.10225706056633523,0.15321555122943656,0.0035,0.007
132,125,False,0.0,0.0,174.0867613252548,95.59809476833313,3.5,7.0,0.1740867613252548,0.09559809476833313,0.0035,0.007
133,125,True,-175.0,0.0,-0.9132386747452017,95.59809476833313,3.5,7.0,-0.0009132386747452017,0.09559809476833313,0.0035,0.007
134,126,False,0.0,0.0,31.07528166830652,47.20251030941834,3.5,7.0,0.03107528166830652,0.047202510309418334,0.0035,0.007
135,127,False,0.0,0.0,85.26280436889019,110.48951734964017,3.5,7.0,0.0852628043688902,0.11048951734964017,0.0035,0.007
136,128,False,0.0,0.0,112.45210871863176,25.88287386991232,3.5,7.0,0.11245210871863176,0.02588287386991232,0.0035,0.007
137,129,False,0.0,0.0,165.19445229196782,127.55611172393351,3.5,7.0,0.16519445229196783,0.12755611172393352,0.0035,0.007
138,130,False,0.0,0.0,27.397276515130613,101.18102228093451,3.5,7.0,0.027397276515130613,0.10118102228093451,0.0035,0.007
139,131,False,0.0,0.0,109.50320433082055,11.777058436565433,3.5,7.0,0.10950320433082056,0.011777058436565433,0.0035,0.007
140,132,False,0.0,0.0,116.77615638845525,58.04907115328417,3.5,7.0,0.11677615638845525,0.058049071153284164,0.0035,0.007
141,133,False,0.0,0.0,17.459915556765765,40.6193661115585,3.5,7.0,0.017459915556765765,0.040619366111558496,0.0035,0.007
142,134,False,0.0,0.0,167.52213895026074,30.255804469455875,3.5,7.0,0.16752213895026075,0.030255804469455874,0.0035,0.007
143,135,False,0.0,0.0,134.1260945306692,119.62931130551513,3.5,7.0,0.1341260945306692,0.11962931130551513,0.0035,0.007
144,136,False,0.0,0.0,100.84518893743157,24.880281073674173,3.5,7.0,0.10084518893743158,0.02488028107367417,0.0035,0.007
145,137,False,0.0,0.0,60.681593445336034,48.19070211773575,3.5,7.0,0.06068159344533603,0.048190702117735754,0.0035,0.007
146,138,False,0.0,0.0,9.331113856165372,118.0365826305638,3.5,7.0,0.009331113856165371,0.1180365826305638,0.0035,0.007
147,139,False,0.0,0.0,145.8705264233221,157.6549825459711,3.5,7.0,0.1458705264233221,0.1576549825459711,0.0035,0.007
148,140,False,0.0,0.0,174.7551728280772,137.10835614032666,3.5,7.0,0.1747551728280772,0.13710835614032665,0.0035,0.007
149,140,True,-175.0,0.0,-0.24482717192279324,137.10835614032666,3.5,7.0,-0.00024482717192279325,0.13710835614032665,0.0035,0.007
150,141,False,0.0,0.0,127.9497421523662,19.625644052926862,3.5,7.0,0.1279497421523662,0.019625644052926862,0.0035,0.007
151,142,False,0.0,0.0,90.79886336737695,139.68429172116456,3.5,7.0,0.09079886336737696,0.13968429172116456,0.0035,0.007
152,143,False,0.0,0.0,149.73754358987298,142.27383701188785,3.5,7.0,0.14973754358987298,0.14227383701188784,0.0035,0.007
153,144,False,0.0,0.0,132.64914154786572,107.57124335124104,3.5,7.0,0.13264914154786572,0.10757124335124103,0.0035,0.007
154,145,False,0.0,0.0,80.0014077627058,171.3038346477299,3.5,7.0,0.0800014077627058,0.1713038346477299,0.0035,0.007
155,146,False,0.0,0.0,174.03455228407532,109.26168976514519,3.5,7.0,0.17403455228407533,0.10926168976514519,0.0035,0.007
156,146,True,-175.0,0.0,-0.9654477159246824,109.26168976514519,3.5,7.0,-0.0009654477159246824,0.10926168976514519,0.0035,0.007
157,147,False,0.0,0.0,141.86241568337172,67.65682453246643,3.5,7.0,0.1418624156833717,0.06765682453246644,0.0035,0.007
158,148,False,0.0,0.0,100.10732088254699,114.78344701986029,3.5,7.0,0.10010732088254698,0.11478344701986029,0.0035,0.007
159,149,False,0.0,0.0,99.27138322380408,3.8137427917691786,3.5,7.0,0.09927138322380408,0.0038137427917691786,0.0035,0.007
160,150,False,0.0,0.0,3.932660023824256,123.24616185069894,3.5,7.0,0.003932660023824256,0.12324616185069893,0.0035,0.007
161,151,False,0.0,0.0,141.97827214772957,60.35138610995544,3.5,7.0,0.14197827214772957,0.06035138610995544,0.0035,0.007
162,152,False,0.0,0.0,48.449422124192886,57.92990602102493,3.5,7.0,0.048449422124192884,0.05792990602102493,0.0035,0.007
163,153,False,0.0,0.0,152.6111548263494,89.78132559652643,3.5,7.0,0.1526111548263494,0.08978132559652643,0.0035,0.007
164,154,False,0.0,0.0,97.84959461244651,58.083213484707784,3.5,7.0,0.09784959461244651,0.05808321348470778,0.0035,0.007
165,155,False,0.0,0.0,60.290585867992725,136.46719466327167,3.5,7.0,0.06029058586799273,0.13646719466327167,0.0035,0.007
166,156,False,0.0,0.0,9.74486451045204,9.723923128508197,3.5,7.0,0.009744864510452039,0.009723923128508198,0.0035,0.007
167,157,False,0.0,0.0,150.4064234705815,6.890060339876505,3.5,7.0,0.1504064234705815,0.0068900603398765045,0.0035,0.007
168,158,False,0.0,0.0,73.25823217109506,11.40242843947308,3.5,7.0,0.07325823217109506,0.01140242843947308,0.0035,0.007
169,159,False,0.0,0.0,146.52103817205406,13.452561709612631,3.5,7.0,0.14652103817205406,0.01345256170961263,0.0035,0.007
170,160,False,0.0,0.0,48.0094353979874,35.88421075406241,3.5,7.0,0.0480094353979874,0.03588421075406241,0.0035,0.007
171,161,False,0.0,0.0,43.93429254817264,29.584382007785855,3.5,7.0,0.043934292548172646,0.029584382007785855,0.0035,0.007
172,162,False,0.0,0.0,158.75645009222671,138.6405920007036,3.5,7.0,0.15875645009222672,0.1386405920007036,0.0035,0.007
173,163,False,0.0,0.0,173.72413966450603,74.66160506174084,3.5,7.0,0.17372413966450603,0.07466160506174084,0.0035,0.007
174,163,True,-175.0,0.0,-1.2758603354939737,74.66160506174084,3.5,7.0,-0.0012758603354939737,0.07466160506174084,0.0035,0.007
175,164,False,0.0,0.0,75.64274095371141,80.84227639270937,3.5,7.0,0.07564274095371142,0.08084227639270937,0.0035,0.007
176,165,False,0.0,0.0,165.2603740054181,10.322996202267817,3.5,7.0,0.1652603740054181,0.010322996202267816,0.0035,0.007
177,166,False,0.0,0.0,45.195850114597796,135.43398133941287,3.5,7.0,0.0451958501145978,0.13543398133941287,0.0035,0.007
178,167,False,0.0,0.0,69.11532364601307,57.59643675386048,3.5,7.0,0.06911532364601307,0.05759643675386048,0.0035,0.007
179,168,False,0.0,0.0,145.11650755626613,136.59169201065302,3.5,7.0,0.14511650755626612,0.13659169201065302,0.0035,0.007
180,169,False,0.0,0.0,92.79456826797646,21.452447591561427,3.5,7.0,0.09279456826797645,0.021452447591561428,0.0035,0.007
181,170,False,0.0,0.0,127.53460795526036,154.88651713006496,3.5,7.0,0.12753460795526037,0.15488651713006496,0.0035,0.007
182,171,False,0.0,0.0,126.36490351071757,103.81373716866193,3.5,7.0,0.12636490351071758,0.10381373716866193,0.0035,0.007
183,172,False,0.0,0.0,50.018080200506425,174.48228563531754,3.5,7.0,0.05001808020050642,0.17448228563531754,0.0035,0.007
184,172,True,0.0,-175.0,50.018080200506425,-0.5177143646824618,3.5,7.0,0.05001808020050642,-0.0005177143646824618,0.0035,0.007
185,173,False,0.0,0.0,138.90800021863345,111.27955591156197,3.5,7.0,0.13890800021863345,0.11127955591156197,0.0035,0.007
186,174,False,0.0,0.0,16.967821537556908,33.35679954571272,3.5,7.0,0.01696782153755691,0.03335679954571272,0.0035,0.007
187,175,False,0.0,0.0,26.678637790405464,161.90802567710813,3.5,7.0,0.026678637790405465,0.16190802567710813,0.0035,0.007
188,176,False,0.0,0.0,2.3910702752478725,43.15963268368559,3.5,7.0,0.0023910702752478726,0.043159632683685584,0.0035,0.007
189,176,True,175.0,0.0,177.39107027524787,43.15963268368559,3.5,7.0,0.17739107027524786,0.043159632683685584,0.0035,0.007
190,177,False,0.0,0.0,62.29373211382801,96.63761013912689,3.5,7.0,0.06229373211382801,0.09663761013912689,0.0035,0.007
191,178,False,0.0,0.0,76.18391894391473,137.26636431831105,3.5,7.0,0.07618391894391473,0.13726636431831105,0.0035,0.007
192,179,False,0.0,0.0,47.38121341883491,9.89148493552673,3.5,7.0,0.04738121341883491,0.00989148493552673,0.0035,0.007
193,180,False,0.0,0.0,168.38753770324982,51.611061557271896,3.5,7.0,0.16838753770324982,0.051611061557271895,0.0035,0.007
194,181,False,0.0,0.0,112.60081012404926,34.9438195359717,3.5,7.0,0.11260081012404927,0.0349438195359717,0.0035,0.007
195,182,False,0.0,0.0,142.3723578357502,143.58239962536726,3.5,7.0,0.1423723578357502,0.14358239962536726,0.0035,0.007
196,183,False,0.0,0.0,160.3862392676317,121.99868295524391,3.5,7.0,0.1603862392676317,0.12199868295524391,0.0035,0.007
197,184,False,0.0,0.0,99.6212360199077,49.68378451561656,3.5,7.0,0.0996212360199077,0.04968378451561656,0.0035,0.007
198,185,False,0.0,0.0,118.52939520139522,130.9800130482938,3.5,7.0,0.11852939520139522,0.13098001304829382,0.0035,0.007
199,186,False,0.0,0.0,171.90900995901455,130.39675384514877,3.5,7.0,0.17190900995901456,0.13039675384514876,0.0035,0.007
200,186,True,-175.0,0.0,-3.090990040985446,130.39675384514877,3.5,7.0,-0.003090990040985446,0.13039675384514876,0.0035,0.007
201,187,False,0.0,0.0,77.10269783448678,70.60682413280868,3.5,7.0,0.07710269783448677,0.07060682413280868,0.0035,0.007
202,188,False,0.0,0.0,16.945556711450333,122.21711648083492,3.5,7.0,0.016945556711450333,0.12221711648083491,0.0035,0.007
203,189,False,0.0,0.0,30.130396971156244,120.88660815379204,3.5,7.0,0.030130396971156246,0.12088660815379204,0.0035,0.007
204,190,False,0.0,0.0,88.10241777649793,132.45259590463027,3.5,7.0,0.08810241777649792,0.13245259590463027,0.0035,0.007
205,191,False,0.0,0.0,56.71430424713734,103.33818019224277,3.5,7.0,0.056714304247137345,0.10333818019224278,0.0035,0.007
206,192,False,0.0,0.0,119.27930895939066,123.63362282789925,3.5,7.0,0.11927930895939066,0.12363362282789925,0.0035,0.007
207,193,False,0.0,0.0,115.33158904538863,117.54603951194525,3.5,7.0,0.11533158904538862,0.11754603951194526,0.0035,0.007
208,194,False,0.0,0.0,136.0620347460109,47.75010089234255,3.5,7.0,0.13606203474601092,0.04775010089234255,0.0035,0.007
209,195,False,0.0,0.0,16.16287890156915,150.58637960581294,3.5,7.0,0.01616287890156915,0.15058637960581295,0.0035,0.007
210,196,False,0.0,0.0,142.48809814896768,20.58173432463738,3.5,7.0,0.14248809814896768,0.02058173432463738,0.0035,0.007
211,197,False,0.0,0.0,103.1205641487575,129.02087435286975,3.5,7.0,0.10312056414875749,0.12902087435286974,0.0035,0.007
212,198,False,0.0,0.0,101.34330442310639,78.22688386092689,3.5,7.0,0.10134330442310639,0.0782268838609269,0.0035,0.007
